Analysis_ID,CheckIn_Date_ID,City_ID,Star_Rating,Price_Delta_Bucket,Feature_Parity_Bucket,Total_Opportunities,Wins_Count,Losses_Count,Win_Rate_Pct,Avg_Price_Delta_SAR,Avg_Feature_Parity_Score,Revenue_Impact_SAR
7270,20241013,2,3,Match_5pct,Medium_50_75pct,272,70,202,26,-52.5,0.77,98264.04
7271,20241013,2,3,Match_5pct,High_75_90pct,495,118,377,24,-51.54,0.55,145641.32
7272,20241013,2,3,Match_5pct,Match_90pct+,156,28,128,18,-5.45,0.55,52506.21
7273,20241013,2,3,Expensive_5_10pct,Low_0_50pct,401,236,165,59,-88.21,0.75,273068.73
7274,20241013,2,3,Expensive_5_10pct,Medium_50_75pct,158,28,130,18,95.96,0.56,32598.78
7275,20241013,2,3,Expensive_5_10pct,High_75_90pct,459,169,290,37,23.92,0.55,333322.98
7276,20241013,2,3,Expensive_5_10pct,Match_90pct+,392,278,114,71,8.4,0.8,218479.12
7277,20241013,2,3,Expensive_10pct+,Low_0_50pct,262,175,87,67,-69.99,0.69,161948.34
7278,20241013,2,3,Expensive_10pct+,Medium_50_75pct,407,317,90,78,39.16,0.97,211239.32
7279,20241013,2,3,Expensive_10pct+,High_75_90pct,267,130,137,49,40.95,0.83,215769.49
7280,20241013,2,3,Expensive_10pct+,Match_90pct+,443,221,222,50,96.72,0.66,403146.3
7281,20241013,2,4,Cheaper_10pct+,Low_0_50pct,130,45,85,35,-25.26,0.75,86314.27
7282,20241013,2,4,Cheaper_10pct+,Medium_50_75pct,118,27,91,23,-38.49,0.63,15078.39
7283,20241013,2,4,Cheaper_10pct+,High_75_90pct,162,68,94,42,40.25,0.88,48342.38
7284,20241013,2,4,Cheaper_10pct+,Match_90pct+,482,375,107,78,71.12,0.76,693768.75
7285,20241013,2,4,Cheaper_5_10pct,Low_0_50pct,84,12,72,15,50.95,0.88,17095.22
7286,20241013,2,4,Cheaper_5_10pct,Medium_50_75pct,352,63,289,18,-80.62,0.93,125791.94
7287,20241013,2,4,Cheaper_5_10pct,High_75_90pct,392,50,342,13,84.65,0.63,61728.71
7288,20241013,2,4,Cheaper_5_10pct,Match_90pct+,125,23,102,19,96.02,0.7,12989.0
7289,20241013,2,4,Match_5pct,Low_0_50pct,378,71,307,19,-96.99,0.55,107072.58
7290,20241013,2,4,Match_5pct,Medium_50_75pct,320,227,93,71,44.3,0.76,248832.55
7291,20241013,2,4,Match_5pct,High_75_90pct,91,50,41,56,15.96,0.76,56540.12
7292,20241013,2,4,Match_5pct,Match_90pct+,171,51,120,30,30.2,0.55,75098.6
7293,20241013,2,4,Expensive_5_10pct,Low_0_50pct,161,75,86,47,91.77,0.97,129932.53
7294,20241013,2,4,Expensive_5_10pct,Medium_50_75pct,334,183,151,55,-42.56,0.83,166182.62
7295,20241013,2,4,Expensive_5_10pct,High_75_90pct,140,109,31,78,96.17,0.81,68428.68
7296,20241013,2,4,Expensive_5_10pct,Match_90pct+,247,197,50,80,16.45,0.76,207176.46
7297,20241013,2,4,Expensive_10pct+,Low_0_50pct,228,111,117,49,89.97,0.93,164925.73
7298,20241013,2,4,Expensive_10pct+,Medium_50_75pct,338,94,244,28,62.88,0.54,164844.65
7299,20241013,2,4,Expensive_10pct+,High_75_90pct,228,68,160,30,64.85,0.8,40377.44
7300,20241013,2,4,Expensive_10pct+,Match_90pct+,452,94,358,21,-71.16,0.84,150307.07
7301,20241013,2,5,Cheaper_10pct+,Low_0_50pct,476,61,415,13,16.22,0.75,118432.46
7302,20241013,2,5,Cheaper_10pct+,Medium_50_75pct,137,75,62,55,40.6,0.98,141346.82
7303,20241013,2,5,Cheaper_10pct+,High_75_90pct,323,48,275,15,-58.92,0.91,24783.92
7304,20241013,2,5,Cheaper_10pct+,Match_90pct+,258,180,78,70,25.17,0.8,253401.32
7305,20241013,2,5,Cheaper_5_10pct,Low_0_50pct,215,27,188,13,-29.15,0.91,17938.66
7306,20241013,2,5,Cheaper_5_10pct,Medium_50_75pct,240,122,118,51,-58.28,0.99,69232.13
7307,20241013,2,5,Cheaper_5_10pct,High_75_90pct,357,78,279,22,-89.44,0.91,100340.79
7308,20241013,2,5,Cheaper_5_10pct,Match_90pct+,339,105,234,31,-92.24,0.66,74692.15
7309,20241013,2,5,Match_5pct,Low_0_50pct,167,66,101,40,91.51,0.57,40436.7
7310,20241013,2,5,Match_5pct,Medium_50_75pct,422,257,165,61,-22.91,0.67,419836.62
7311,20241013,2,5,Match_5pct,High_75_90pct,253,149,104,59,-33.13,0.78,179708.61
7312,20241013,2,5,Match_5pct,Match_90pct+,243,136,107,56,66.58,0.66,134106.27
7313,20241013,2,5,Expensive_5_10pct,Low_0_50pct,203,38,165,19,-25.45,0.72,30248.93
7314,20241013,2,5,Expensive_5_10pct,Medium_50_75pct,490,343,147,70,-57.18,0.74,486753.08
7315,20241013,2,5,Expensive_5_10pct,High_75_90pct,390,288,102,74,66.78,0.57,475267.76
7316,20241013,2,5,Expensive_5_10pct,Match_90pct+,488,263,225,54,99.88,0.81,360216.28
7317,20241013,2,5,Expensive_10pct+,Low_0_50pct,327,215,112,66,9.22,0.68,407449.97
7318,20241013,2,5,Expensive_10pct+,Medium_50_75pct,499,239,260,48,-26.8,0.96,311373.96
7319,20241013,2,5,Expensive_10pct+,High_75_90pct,279,189,90,68,83.19,0.82,202551.92
7320,20241013,2,5,Expensive_10pct+,Match_90pct+,442,185,257,42,81.06,0.81,143801.03
7321,20241013,3,3,Cheaper_10pct+,Low_0_50pct,143,57,86,40,-70.81,0.82,47824.53
7322,20241013,3,3,Cheaper_10pct+,Medium_50_75pct,193,113,80,59,-24.41,0.66,125201.43
7323,20241013,3,3,Cheaper_10pct+,High_75_90pct,78,32,46,42,-63.94,0.65,28594.55
7324,20241013,3,3,Cheaper_10pct+,Match_90pct+,308,33,275,11,30.26,0.8,25900.93
7325,20241013,3,3,Cheaper_5_10pct,Low_0_50pct,220,136,84,62,-71.13,0.5,139973.04
7326,20241013,3,3,Cheaper_5_10pct,Medium_50_75pct,339,264,75,78,-7.51,0.62,249208.76
7327,20241013,3,3,Cheaper_5_10pct,High_75_90pct,433,259,174,60,45.92,0.68,296537.79
7328,20241013,3,3,Cheaper_5_10pct,Match_90pct+,330,148,182,45,-84.8,0.96,201763.56
7329,20241013,3,3,Match_5pct,Low_0_50pct,296,97,199,33,-91.42,0.86,129713.35
7330,20241013,3,3,Match_5pct,Medium_50_75pct,174,52,122,30,-22.82,0.55,79062.68
7331,20241013,3,3,Match_5pct,High_75_90pct,363,87,276,24,-50.05,0.94,167228.41
7332,20241013,3,3,Match_5pct,Match_90pct+,223,165,58,74,43.05,0.77,266872.01
7333,20241013,3,3,Expensive_5_10pct,Low_0_50pct,289,89,200,31,54.91,0.51,53782.28
7334,20241013,3,3,Expensive_5_10pct,Medium_50_75pct,86,67,19,78,-69.75,0.75,52521.87
7335,20241013,3,3,Expensive_5_10pct,High_75_90pct,300,201,99,67,99.24,0.62,167206.86
7336,20241013,3,3,Expensive_5_10pct,Match_90pct+,321,218,103,68,-74.94,0.84,278263.26
7337,20241013,3,3,Expensive_10pct+,Low_0_50pct,166,73,93,44,11.99,0.55,110495.1
7338,20241013,3,3,Expensive_10pct+,Medium_50_75pct,468,285,183,61,-56.71,0.57,544695.0
7339,20241013,3,3,Expensive_10pct+,High_75_90pct,397,63,334,16,77.33,0.58,111513.74
7340,20241013,3,3,Expensive_10pct+,Match_90pct+,183,20,163,11,95.57,0.95,13837.57
7341,20241013,3,4,Cheaper_10pct+,Low_0_50pct,207,97,110,47,35.75,0.76,115082.06
7342,20241013,3,4,Cheaper_10pct+,Medium_50_75pct,70,49,21,71,30.0,0.71,49471.3
7343,20241013,3,4,Cheaper_10pct+,High_75_90pct,477,286,191,60,21.6,0.78,235686.41
7344,20241013,3,4,Cheaper_10pct+,Match_90pct+,315,53,262,17,-30.41,0.91,82543.53
7345,20241013,3,4,Cheaper_5_10pct,Low_0_50pct,111,44,67,40,13.92,0.58,30624.1
7346,20241013,3,4,Cheaper_5_10pct,Medium_50_75pct,157,67,90,43,12.09,0.84,98773.17
7347,20241013,3,4,Cheaper_5_10pct,High_75_90pct,163,29,134,18,-56.01,0.51,14882.91
7348,20241013,3,4,Cheaper_5_10pct,Match_90pct+,474,369,105,78,-8.37,0.84,273520.94
7349,20241013,3,4,Match_5pct,Low_0_50pct,131,56,75,43,-42.32,0.68,37418.76
7350,20241013,3,4,Match_5pct,Medium_50_75pct,454,72,382,16,77.97,0.69,116990.05
7351,20241013,3,4,Match_5pct,High_75_90pct,194,19,175,10,-29.82,0.93,15578.02
7352,20241013,3,4,Match_5pct,Match_90pct+,301,30,271,10,-57.71,0.9,43648.89
7353,20241013,3,4,Expensive_5_10pct,Low_0_50pct,183,124,59,68,26.39,0.52,103350.99
7354,20241013,3,4,Expensive_5_10pct,Medium_50_75pct,346,69,277,20,74.74,0.64,48256.64
7355,20241013,3,4,Expensive_5_10pct,High_75_90pct,344,55,289,16,-2.53,0.76,62739.97
7356,20241013,3,4,Expensive_5_10pct,Match_90pct+,110,62,48,57,-28.94,0.96,116443.68
7357,20241013,3,4,Expensive_10pct+,Low_0_50pct,358,225,133,63,-53.67,0.76,345741.84
7358,20241013,3,4,Expensive_10pct+,Medium_50_75pct,262,131,131,50,21.22,0.79,95898.24
7359,20241013,3,4,Expensive_10pct+,High_75_90pct,136,36,100,27,52.56,0.76,62697.67
7360,20241013,3,4,Expensive_10pct+,Match_90pct+,72,20,52,29,-23.5,0.6,29870.09
7361,20241013,3,5,Cheaper_10pct+,Low_0_50pct,290,217,73,75,-42.77,0.51,420490.8
7362,20241013,3,5,Cheaper_10pct+,Medium_50_75pct,227,63,164,28,59.04,0.9,48499.44
7363,20241013,3,5,Cheaper_10pct+,High_75_90pct,88,55,33,63,-45.78,0.57,97255.54
7364,20241013,3,5,Cheaper_10pct+,Match_90pct+,338,37,301,11,15.77,0.56,56957.2
7365,20241013,3,5,Cheaper_5_10pct,Low_0_50pct,330,155,175,47,-21.73,0.8,107908.48
7366,20241013,3,5,Cheaper_5_10pct,Medium_50_75pct,436,148,288,34,37.95,0.56,243068.16
7367,20241013,3,5,Cheaper_5_10pct,High_75_90pct,293,64,229,22,-14.68,0.87,49330.57
7368,20241013,3,5,Cheaper_5_10pct,Match_90pct+,329,157,172,48,4.5,0.93,141009.46
7369,20241013,3,5,Match_5pct,Low_0_50pct,400,136,264,34,40.8,0.59,229916.99
7370,20241013,3,5,Match_5pct,Medium_50_75pct,251,42,209,17,4.88,0.64,26894.26
7371,20241013,3,5,Match_5pct,High_75_90pct,140,60,80,43,81.51,0.82,51339.71
7372,20241013,3,5,Match_5pct,Match_90pct+,159,20,139,13,47.87,0.96,18933.21
7373,20241013,3,5,Expensive_5_10pct,Low_0_50pct,355,46,309,13,-61.25,0.93,48410.38
7374,20241013,3,5,Expensive_5_10pct,Medium_50_75pct,295,56,239,19,97.19,0.52,57900.7
7375,20241013,3,5,Expensive_5_10pct,High_75_90pct,250,122,128,49,22.0,0.61,212977.45
7376,20241013,3,5,Expensive_5_10pct,Match_90pct+,264,121,143,46,-73.1,0.59,141328.44
7377,20241013,3,5,Expensive_10pct+,Low_0_50pct,184,36,148,20,29.86,0.83,52562.93
7378,20241013,3,5,Expensive_10pct+,Medium_50_75pct,102,34,68,34,95.21,0.82,42780.61
7379,20241013,3,5,Expensive_10pct+,High_75_90pct,247,195,52,79,73.2,1.0,129095.32
7380,20241013,3,5,Expensive_10pct+,Match_90pct+,338,199,139,59,-3.11,0.89,130810.45
7381,20241020,1,3,Cheaper_10pct+,Low_0_50pct,356,35,321,10,-82.47,0.93,62859.18
7382,20241020,1,3,Cheaper_10pct+,Medium_50_75pct,196,37,159,19,-3.19,0.77,30816.89
7383,20241020,1,3,Cheaper_10pct+,High_75_90pct,190,108,82,57,-10.64,0.88,57929.77
7384,20241020,1,3,Cheaper_10pct+,Match_90pct+,195,42,153,22,-95.4,0.85,24643.66
7385,20241020,1,3,Cheaper_5_10pct,Low_0_50pct,164,50,114,31,57.28,0.65,58960.18
7386,20241020,1,3,Cheaper_5_10pct,Medium_50_75pct,305,158,147,52,3.85,0.91,229489.53
7387,20241020,1,3,Cheaper_5_10pct,High_75_90pct,274,137,137,50,22.74,0.87,110175.42
7388,20241020,1,3,Cheaper_5_10pct,Match_90pct+,366,128,238,35,23.65,0.53,237507.65
7389,20241020,1,3,Match_5pct,Low_0_50pct,474,142,332,30,4.54,0.56,161130.58
7390,20241020,1,3,Match_5pct,Medium_50_75pct,112,86,26,77,97.53,0.96,123843.86
7391,20241020,1,3,Match_5pct,High_75_90pct,144,87,57,61,-87.01,0.93,114969.44
7392,20241020,1,3,Match_5pct,Match_90pct+,492,113,379,23,-52.65,0.93,119372.97
7393,20241020,1,3,Expensive_5_10pct,Low_0_50pct,450,261,189,58,-3.06,0.98,318837.81
7394,20241020,1,3,Expensive_5_10pct,Medium_50_75pct,232,129,103,56,-75.08,0.98,69739.56
7395,20241020,1,3,Expensive_5_10pct,High_75_90pct,188,78,110,42,17.14,0.99,50360.12
7396,20241020,1,3,Expensive_5_10pct,Match_90pct+,415,166,249,40,37.82,0.62,107056.94
7397,20241020,1,3,Expensive_10pct+,Low_0_50pct,312,143,169,46,-63.47,0.74,173005.13
7398,20241020,1,3,Expensive_10pct+,Medium_50_75pct,471,221,250,47,99.68,0.9,387535.96
7399,20241020,1,3,Expensive_10pct+,High_75_90pct,160,49,111,31,84.83,0.9,86818.29
7400,20241020,1,3,Expensive_10pct+,Match_90pct+,424,59,365,14,-87.79,0.82,49985.07
7401,20241020,1,4,Cheaper_10pct+,Low_0_50pct,58,16,42,28,74.15,0.68,16247.78
7402,20241020,1,4,Cheaper_10pct+,Medium_50_75pct,201,106,95,53,4.25,0.96,102180.19
7403,20241020,1,4,Cheaper_10pct+,High_75_90pct,176,45,131,26,-33.71,0.81,24484.26
7404,20241020,1,4,Cheaper_10pct+,Match_90pct+,351,154,197,44,66.21,0.94,159175.1
7405,20241020,1,4,Cheaper_5_10pct,Low_0_50pct,238,149,89,63,-87.48,0.79,84358.04
7406,20241020,1,4,Cheaper_5_10pct,Medium_50_75pct,339,77,262,23,-14.9,0.87,42296.5
7407,20241020,1,4,Cheaper_5_10pct,High_75_90pct,231,80,151,35,-0.59,0.77,57437.56
7408,20241020,1,4,Cheaper_5_10pct,Match_90pct+,277,216,61,78,-96.97,0.78,262489.18
7409,20241020,1,4,Match_5pct,Low_0_50pct,485,77,408,16,-64.4,1.0,121424.53
7410,20241020,1,4,Match_5pct,Medium_50_75pct,185,35,150,19,35.3,0.9,28723.84
7411,20241020,1,4,Match_5pct,High_75_90pct,271,178,93,66,64.97,0.52,157377.85
7412,20241020,1,4,Match_5pct,Match_90pct+,474,279,195,59,-56.61,0.73,265794.95
7413,20241020,1,4,Expensive_5_10pct,Low_0_50pct,419,79,340,19,90.3,0.65,154475.1
7414,20241020,1,4,Expensive_5_10pct,Medium_50_75pct,348,160,188,46,-99.58,0.68,200647.2
7415,20241020,1,4,Expensive_5_10pct,High_75_90pct,158,118,40,75,23.94,0.84,115164.01
7416,20241020,1,4,Expensive_5_10pct,Match_90pct+,407,219,188,54,-35.37,0.73,302860.91
7417,20241020,1,4,Expensive_10pct+,Low_0_50pct,75,42,33,57,-94.29,0.84,61381.37
7418,20241020,1,4,Expensive_10pct+,Medium_50_75pct,195,48,147,25,30.41,0.97,36464.81
7419,20241020,1,4,Expensive_10pct+,High_75_90pct,58,46,12,80,36.72,0.83,88126.27
7420,20241020,1,4,Expensive_10pct+,Match_90pct+,234,149,85,64,6.77,0.53,86906.4
7421,20241020,1,5,Cheaper_10pct+,Low_0_50pct,482,96,386,20,-87.73,0.64,68978.68
7422,20241020,1,5,Cheaper_10pct+,Medium_50_75pct,415,244,171,59,-23.86,0.74,163638.23
7423,20241020,1,5,Cheaper_10pct+,High_75_90pct,474,180,294,38,15.63,0.99,187602.07
7424,20241020,1,5,Cheaper_10pct+,Match_90pct+,482,81,401,17,45.95,0.56,110877.41
7425,20241020,1,5,Cheaper_5_10pct,Low_0_50pct,221,88,133,40,55.97,0.64,98533.85
7426,20241020,1,5,Cheaper_5_10pct,Medium_50_75pct,493,340,153,69,-2.24,0.94,483958.75
7427,20241020,1,5,Cheaper_5_10pct,High_75_90pct,374,115,259,31,77.85,0.53,161060.22
7428,20241020,1,5,Cheaper_5_10pct,Match_90pct+,88,55,33,63,4.35,0.71,63164.99
7429,20241020,1,5,Match_5pct,Low_0_50pct,461,262,199,57,93.52,0.85,374391.9
7430,20241020,1,5,Match_5pct,Medium_50_75pct,98,70,28,72,-45.53,0.69,99240.46
7431,20241020,1,5,Match_5pct,High_75_90pct,61,39,22,64,-99.8,0.94,26001.7
7432,20241020,1,5,Match_5pct,Match_90pct+,283,33,250,12,23.18,0.88,18225.17
7433,20241020,1,5,Expensive_5_10pct,Low_0_50pct,201,42,159,21,-99.47,1.0,79939.63
7434,20241020,1,5,Expensive_5_10pct,Medium_50_75pct,324,97,227,30,-86.78,0.97,96051.78
7435,20241020,1,5,Expensive_5_10pct,High_75_90pct,115,42,73,37,84.34,0.82,23668.82
7436,20241020,1,5,Expensive_5_10pct,Match_90pct+,469,121,348,26,-50.15,0.92,149472.06
7437,20241020,1,5,Expensive_10pct+,Low_0_50pct,72,21,51,30,8.62,0.51,11100.4
7438,20241020,1,5,Expensive_10pct+,Medium_50_75pct,296,204,92,69,50.02,0.79,386654.8
7439,20241020,1,5,Expensive_10pct+,High_75_90pct,54,27,27,51,2.4,0.56,42315.12
7440,20241020,1,5,Expensive_10pct+,Match_90pct+,85,57,28,68,7.07,0.96,90039.88
7441,20241020,2,3,Cheaper_10pct+,Low_0_50pct,486,277,209,57,40.9,0.78,545783.91
7442,20241020,2,3,Cheaper_10pct+,Medium_50_75pct,487,63,424,13,-42.17,0.69,107563.57
7443,20241020,2,3,Cheaper_10pct+,High_75_90pct,449,130,319,29,4.29,0.91,120675.01
7444,20241020,2,3,Cheaper_10pct+,Match_90pct+,420,331,89,79,12.51,0.92,654511.72
7445,20241020,2,3,Cheaper_5_10pct,Low_0_50pct,75,48,27,65,86.64,0.73,87073.63
7446,20241020,2,3,Cheaper_5_10pct,Medium_50_75pct,305,192,113,63,59.01,0.78,129167.12
7447,20241020,2,3,Cheaper_5_10pct,High_75_90pct,158,72,86,46,74.22,0.61,102035.3
7448,20241020,2,3,Cheaper_5_10pct,Match_90pct+,353,109,244,31,18.93,0.85,190144.73
7449,20241020,2,3,Match_5pct,Low_0_50pct,362,152,210,42,1.88,0.99,292012.48
7450,20241020,2,3,Match_5pct,Medium_50_75pct,51,35,16,69,-49.48,0.94,49750.12
7451,20241020,2,3,Match_5pct,High_75_90pct,323,200,123,62,-44.29,0.56,171825.83
7452,20241020,2,3,Match_5pct,Match_90pct+,237,182,55,77,-22.66,0.85,240065.87
7453,20241020,2,3,Expensive_5_10pct,Low_0_50pct,319,162,157,51,-33.96,0.76,323684.51
7454,20241020,2,3,Expensive_5_10pct,Medium_50_75pct,256,89,167,35,80.92,0.59,136692.17
7455,20241020,2,3,Expensive_5_10pct,High_75_90pct,198,100,98,51,-19.21,0.86,193536.69
7456,20241020,2,3,Expensive_5_10pct,Match_90pct+,76,25,51,33,68.02,0.65,13088.4
7457,20241020,2,3,Expensive_10pct+,Low_0_50pct,396,158,238,40,28.97,0.6,280969.11
7458,20241020,2,3,Expensive_10pct+,Medium_50_75pct,298,199,99,67,-5.37,0.74,337239.41
7459,20241020,2,3,Expensive_10pct+,High_75_90pct,159,62,97,39,-71.53,0.91,79400.66
7460,20241020,2,3,Expensive_10pct+,Match_90pct+,389,112,277,29,85.94,0.81,170334.79
7461,20241020,2,4,Cheaper_10pct+,Low_0_50pct,239,71,168,30,52.48,0.8,67597.53
7462,20241020,2,4,Cheaper_10pct+,Medium_50_75pct,325,182,143,56,-46.52,0.95,316431.52
7463,20241020,2,4,Cheaper_10pct+,High_75_90pct,440,101,339,23,-79.31,0.59,78964.23
7464,20241020,2,4,Cheaper_10pct+,Match_90pct+,193,44,149,23,61.76,0.54,36369.83
7465,20241020,2,4,Cheaper_5_10pct,Low_0_50pct,368,264,104,72,77.06,0.88,442581.89
7466,20241020,2,4,Cheaper_5_10pct,Medium_50_75pct,127,64,63,51,-74.63,0.89,42134.57
7467,20241020,2,4,Cheaper_5_10pct,High_75_90pct,395,233,162,59,-47.9,0.61,358740.49
7468,20241020,2,4,Cheaper_5_10pct,Match_90pct+,378,105,273,28,60.68,0.77,144903.28
7469,20241020,2,4,Match_5pct,Low_0_50pct,131,56,75,43,-10.86,0.97,109519.81
7470,20241020,2,4,Match_5pct,Medium_50_75pct,240,124,116,52,-26.15,0.58,97366.5
7471,20241020,2,4,Match_5pct,High_75_90pct,295,135,160,46,-65.91,0.52,184139.57
7472,20241020,2,4,Match_5pct,Match_90pct+,55,13,42,24,-93.76,0.7,20874.18
7473,20241020,2,4,Expensive_5_10pct,Low_0_50pct,143,60,83,42,-29.51,0.64,69248.1
7474,20241020,2,4,Expensive_5_10pct,Medium_50_75pct,365,156,209,43,19.71,0.68,151967.9
7475,20241020,2,4,Expensive_5_10pct,High_75_90pct,193,146,47,76,-10.83,0.53,230523.81
7476,20241020,2,4,Expensive_5_10pct,Match_90pct+,266,162,104,61,-11.98,0.89,187321.17
7477,20241020,2,4,Expensive_10pct+,Low_0_50pct,54,17,37,32,-60.87,0.53,10587.18
7478,20241020,2,4,Expensive_10pct+,Medium_50_75pct,69,8,61,12,-94.09,0.54,4731.59
7479,20241020,2,4,Expensive_10pct+,High_75_90pct,52,41,11,79,-32.13,0.73,48724.12
7480,20241020,2,4,Expensive_10pct+,Match_90pct+,491,171,320,35,-83.07,0.95,302114.01
7481,20241020,2,5,Cheaper_10pct+,Low_0_50pct,366,172,194,47,79.65,0.78,248880.76
7482,20241020,2,5,Cheaper_10pct+,Medium_50_75pct,393,117,276,30,-35.73,0.59,62497.41
7483,20241020,2,5,Cheaper_10pct+,High_75_90pct,307,110,197,36,20.73,0.74,197293.97
7484,20241020,2,5,Cheaper_10pct+,Match_90pct+,54,42,12,79,64.0,0.7,58825.63
7485,20241020,2,5,Cheaper_5_10pct,Low_0_50pct,234,28,206,12,-86.32,0.64,47518.13
7486,20241020,2,5,Cheaper_5_10pct,Medium_50_75pct,94,10,84,11,-53.65,0.87,12720.02
7487,20241020,2,5,Cheaper_5_10pct,High_75_90pct,454,267,187,59,71.71,0.76,478505.54
7488,20241020,2,5,Cheaper_5_10pct,Match_90pct+,215,118,97,55,-23.74,0.76,145474.63
7489,20241020,2,5,Match_5pct,Low_0_50pct,221,37,184,17,0.24,0.89,18890.01
7490,20241020,2,5,Match_5pct,Medium_50_75pct,274,109,165,40,-5.94,0.76,175096.91
7491,20241020,2,5,Match_5pct,High_75_90pct,174,67,107,39,-91.76,0.91,99585.94
7492,20241020,2,5,Match_5pct,Match_90pct+,57,37,20,65,55.97,0.54,36783.51
7493,20241020,2,5,Expensive_5_10pct,Low_0_50pct,263,78,185,30,-40.23,0.64,132280.22
7494,20241020,2,5,Expensive_5_10pct,Medium_50_75pct,159,89,70,56,28.73,0.74,60120.98
7495,20241020,2,5,Expensive_5_10pct,High_75_90pct,175,63,112,36,51.71,0.97,107550.29
7496,20241020,2,5,Expensive_5_10pct,Match_90pct+,92,46,46,50,62.69,0.89,72498.66
7497,20241020,2,5,Expensive_10pct+,Low_0_50pct,495,376,119,76,-35.61,0.94,281895.41
7498,20241020,2,5,Expensive_10pct+,Medium_50_75pct,321,224,97,70,58.63,0.63,218118.7
7499,20241020,2,5,Expensive_10pct+,High_75_90pct,97,56,41,58,-49.68,0.81,96340.25
7500,20241020,2,5,Expensive_10pct+,Match_90pct+,173,32,141,19,38.07,0.8,22821.36
7501,20241020,3,3,Cheaper_10pct+,Low_0_50pct,153,38,115,25,-39.96,0.55,55819.52
7502,20241020,3,3,Cheaper_10pct+,Medium_50_75pct,365,175,190,48,69.26,0.57,297617.95
7503,20241020,3,3,Cheaper_10pct+,High_75_90pct,65,31,34,49,93.91,0.57,38527.08
7504,20241020,3,3,Cheaper_10pct+,Match_90pct+,247,101,146,41,-66.68,0.58,171380.34
7505,20241020,3,3,Cheaper_5_10pct,Low_0_50pct,220,88,132,40,71.09,0.56,175605.2
7506,20241020,3,3,Cheaper_5_10pct,Medium_50_75pct,289,112,177,39,-6.26,0.64,110846.79
7507,20241020,3,3,Cheaper_5_10pct,High_75_90pct,469,365,104,78,-45.18,0.9,452047.34
7508,20241020,3,3,Cheaper_5_10pct,Match_90pct+,202,119,83,59,-67.38,0.63,161467.77
7509,20241020,3,3,Match_5pct,Low_0_50pct,87,8,79,10,-40.36,0.72,12301.55
7510,20241020,3,3,Match_5pct,Medium_50_75pct,411,193,218,47,-33.46,0.52,149957.08
7511,20241020,3,3,Match_5pct,High_75_90pct,212,165,47,78,33.34,0.73,114691.48
7512,20241020,3,3,Match_5pct,Match_90pct+,150,93,57,62,-22.48,0.54,96239.73
7513,20241020,3,3,Expensive_5_10pct,Low_0_50pct,150,61,89,41,-39.49,0.87,47180.7
7514,20241020,3,3,Expensive_5_10pct,Medium_50_75pct,406,105,301,26,-42.7,0.72,178560.57
7515,20241020,3,3,Expensive_5_10pct,High_75_90pct,163,96,67,59,82.84,0.7,150880.75
7516,20241020,3,3,Expensive_5_10pct,Match_90pct+,215,139,76,65,-82.61,0.77,152543.01
7517,20241020,3,3,Expensive_10pct+,Low_0_50pct,179,118,61,66,0.29,0.71,131492.48
7518,20241020,3,3,Expensive_10pct+,Medium_50_75pct,292,134,158,46,-59.75,0.67,117873.92
7519,20241020,3,3,Expensive_10pct+,High_75_90pct,98,42,56,43,74.73,0.9,72304.22
7520,20241020,3,3,Expensive_10pct+,Match_90pct+,291,139,152,48,-15.9,0.59,99000.91
7521,20241020,3,4,Cheaper_10pct+,Low_0_50pct,328,167,161,51,-15.42,0.66,155833.41
7522,20241020,3,4,Cheaper_10pct+,Medium_50_75pct,420,134,286,32,10.38,0.88,205667.05
7523,20241020,3,4,Cheaper_10pct+,High_75_90pct,150,97,53,65,-65.47,0.92,180665.69
7524,20241020,3,4,Cheaper_10pct+,Match_90pct+,209,108,101,52,36.38,0.93,197737.3
7525,20241020,3,4,Cheaper_5_10pct,Low_0_50pct,312,143,169,46,-83.49,0.82,76585.5
7526,20241020,3,4,Cheaper_5_10pct,Medium_50_75pct,103,22,81,22,19.18,0.97,42957.31
7527,20241020,3,4,Cheaper_5_10pct,High_75_90pct,361,180,181,50,-99.62,0.82,339601.58
7528,20241020,3,4,Cheaper_5_10pct,Match_90pct+,448,44,404,10,-57.04,0.98,39567.14
7529,20241020,3,4,Match_5pct,Low_0_50pct,300,54,246,18,-68.11,0.55,77097.11
7530,20241020,3,4,Match_5pct,Medium_50_75pct,470,70,400,15,53.61,0.78,74472.31
7531,20241020,3,4,Match_5pct,High_75_90pct,468,210,258,45,-46.44,0.52,151689.23
7532,20241020,3,4,Match_5pct,Match_90pct+,377,188,189,50,85.2,0.89,353293.6
7533,20241020,3,4,Expensive_5_10pct,Low_0_50pct,414,198,216,48,78.01,0.78,183024.46
7534,20241020,3,4,Expensive_5_10pct,Medium_50_75pct,115,86,29,75,-52.22,0.93,90638.78
7535,20241020,3,4,Expensive_5_10pct,High_75_90pct,356,89,267,25,50.15,0.75,141507.67
7536,20241020,3,4,Expensive_5_10pct,Match_90pct+,159,82,77,52,-51.86,0.58,126008.86
7537,20241020,3,4,Expensive_10pct+,Low_0_50pct,490,127,363,26,-26.89,0.99,148825.14
7538,20241020,3,4,Expensive_10pct+,Medium_50_75pct,360,255,105,71,23.36,0.55,289330.8
