Booking_ID,Hotel_ID,Customer_Persona_ID,Room_Type_ID,Booking_Date_ID,CheckIn_Date_ID,CheckOut_Date_ID,Booking_Amount_SAR,Commission_Rate_Pct,Commission_Amount_SAR,Payment_Method,Payment_Status,Cancellation_Flag,Cancellation_Date_ID,Cancellation_Reason,Length_Of_Stay_Nights,Number_Of_Guests,Repeat_Customer_Flag,Source_Channel_ID,Loyalty_Member_Flag,Loyalty_Discount_Applied_Pct,Lead_Time_Days
19024,1051,7,105,20250220,20250310,20250312,9000.0,18.87781685074911,1699.0,Mada,Completed,0,,,2,2,0,2,0,,18
19025,1069,4,106,20250301,20250309,20250312,539.2,16.434807220028755,88.62,Installments,Completed,0,,,3,1,1,4,1,7.81,8
19026,1058,5,104,20250218,20250307,20250309,876.2,20.064097006693626,175.8,Mada,Completed,0,,,2,3,0,2,1,,17
19027,1012,8,101,20250225,20250313,20250315,1800.0,19.548248318387927,351.87,Installments,Completed,0,,,2,1,1,4,1,,16
19028,1055,6,101,20250219,20250307,20250309,3375.0,19.39501941995528,654.58,Mada,Completed,0,,,2,3,1,4,0,11.26,16
19029,1060,6,108,20250215,20250307,20250310,1560.0,22.665200783348773,353.58,Installments,Completed,0,,,3,3,0,4,1,,20
19030,1039,5,102,20250126,20250307,20250312,1348.0,18.25749834736015,246.11,Installments,Completed,0,,,5,2,1,4,1,,40
19031,1057,6,104,20250214,20250310,20250313,2160.0,23.494651597265523,507.48,Mada,Completed,0,,,3,1,0,1,0,6.17,24
19032,1044,2,102,20250228,20250310,20250312,2160.0,20.333543257229184,439.2,CreditCard,Completed,0,,,2,4,1,2,0,,10
19033,1032,6,107,20250213,20250310,20250313,2250.0,15.853318307897037,356.7,Mada,Completed,0,,,3,1,1,4,0,,25
19034,1049,2,108,20250226,20250313,20250316,539.2,16.343669565783486,88.13,Mada,Completed,0,,,3,4,0,1,1,,15
19035,1016,5,102,20250214,20250312,20250315,9000.0,17.796579026518504,1601.69,Mada,Completed,0,,,3,2,1,1,0,,26
19036,1044,1,105,20250223,20250313,20250315,4800.0,22.030427743574784,1057.46,Mada,Completed,0,,,2,4,0,2,1,10.53,18
19037,1039,4,105,20250222,20250308,20250310,2475.0,23.802018864003056,589.1,CreditCard,Completed,0,,,2,3,0,1,0,,14
19038,1065,3,101,20241221,20250307,20250311,3375.0,20.341246220350097,686.52,Installments,Completed,0,,,4,4,0,1,0,,76
19039,1025,3,102,20250205,20250313,20250316,1200.0,20.149885539027807,241.8,CreditCard,Completed,0,,,3,2,0,4,0,8.06,36
19040,1043,7,103,20250218,20250307,20250310,1320.0,24.775644171139604,327.04,Mada,Completed,0,,,3,3,1,4,0,10.53,17
19041,1054,2,105,20250221,20250312,20250314,1800.0,19.385365470030937,348.94,Installments,Completed,0,,,2,3,0,2,0,,19
19042,1001,3,101,20250223,20250313,20250315,2400.0,23.95620556390655,574.95,Mada,Completed,0,,,2,4,1,3,0,6.69,18
19043,1032,4,107,20241224,20250307,20250312,2400.0,19.2423676549602,461.82,CreditCard,Completed,0,,,5,2,0,4,0,,73
19044,1017,8,103,20250306,20250312,20250315,1348.0,23.059146512721526,310.84,Installments,Completed,0,,,3,3,0,4,0,,6
19045,1003,6,106,20250301,20250309,20250311,960.0,21.30687717865486,204.55,Mada,Completed,0,,,2,4,0,3,0,,8
19046,1002,1,107,20250301,20250313,20250316,2475.0,18.527062455975393,458.54,CreditCard,Completed,0,,,3,4,0,4,0,,12
19047,1026,2,104,20250215,20250310,20250312,4500.0,17.93575712587304,807.11,Installments,Completed,0,,,2,3,1,4,0,11.14,23
19048,1016,4,102,20250223,20250313,20250315,1011.0,20.838973584541346,210.68,CreditCard,Completed,0,,,2,4,0,1,0,9.98,18
19049,1053,4,106,20250125,20250308,20250312,674.0,17.24663353697524,116.24,Mada,Completed,0,,,4,3,0,2,1,10.64,42
19050,1002,1,101,20250220,20250309,20250311,1800.0,21.634793931249874,389.43,CreditCard,Completed,0,,,2,3,1,1,1,,17
19051,1070,2,104,20250209,20250307,20250310,876.2,21.072552756671364,184.64,Installments,Completed,0,,,3,4,0,3,0,,26
19052,1030,3,108,20250227,20250311,20250314,2475.0,22.726865924332813,562.49,CreditCard,Completed,0,,,3,4,1,4,0,,12
19053,1052,3,102,20250303,20250309,20250312,2696.0,23.62480835807309,636.92,Installments,Completed,1,20250308.0,Schedule Conflict,3,2,0,1,0,,6
19054,1067,1,108,20250117,20250311,20250316,876.2,21.59140846029018,189.18,Mada,Completed,0,,,5,1,1,4,1,13.16,53
19055,1047,6,105,20250306,20250313,20250315,4800.0,20.157512559645188,967.56,CreditCard,Completed,0,,,2,2,0,1,0,,7
19056,1069,6,106,20250304,20250314,20250317,4800.0,17.556628017936227,842.72,Mada,Completed,0,,,3,3,0,3,1,,10
19057,1074,7,105,20250303,20250314,20250317,4800.0,20.046962393867513,962.25,Mada,Completed,0,,,3,2,0,4,1,,11
19058,1034,3,103,20250224,20250314,20250316,4500.0,23.224113209245424,1045.09,CreditCard,Completed,0,,,2,1,0,2,0,,18
19059,1069,5,106,20250305,20250312,20250314,4800.0,19.025624808060044,913.23,CreditCard,Completed,0,,,2,3,0,2,0,8.69,7
19060,1034,3,102,20250202,20250311,20250314,4050.0,19.622703857628068,794.72,CreditCard,Completed,0,,,3,2,1,2,0,,37
19061,1002,3,102,20250219,20250313,20250316,1348.0,18.404446822410403,248.09,CreditCard,Completed,0,,,3,4,1,4,1,,22
19062,1021,5,103,20250225,20250309,20250311,2925.0,19.488570094837907,570.04,Installments,Completed,0,,,2,1,1,3,0,,12
19063,1053,3,105,20250221,20250308,20250310,1200.0,23.62466433664579,283.5,Mada,Failed,0,,,2,4,0,1,0,,15
19064,1036,1,107,20250223,20250311,20250314,2475.0,21.6671867523608,536.26,Mada,Completed,0,,,3,3,0,4,0,,16
19065,1051,1,105,20250210,20250310,20250313,2160.0,16.251153835308816,351.02,CreditCard,Completed,0,,,3,3,0,1,0,5.36,28
19066,1049,7,101,20250226,20250312,20250314,1213.2,15.6755665579791,190.18,CreditCard,Completed,0,,,2,4,1,3,0,5.97,14
19067,1037,6,107,20250226,20250312,20250315,1320.0,16.72066793962355,220.71,CreditCard,Completed,0,,,3,3,0,3,0,,14
19068,1005,7,107,20250208,20250312,20250315,1800.0,20.149730524288817,362.7,Mada,Completed,0,,,3,2,0,4,0,,32
19069,1031,7,104,20250130,20250309,20250312,3375.0,23.197516489552605,782.92,Mada,Completed,1,20250209.0,Change of Plans,3,4,0,4,0,,38
19070,1055,1,106,20250219,20250310,20250312,1320.0,23.33544588606543,308.03,CreditCard,Completed,0,,,2,4,0,2,0,,19
19071,1066,3,104,20250101,20250313,20250317,1320.0,21.468762541084157,283.39,Installments,Completed,0,,,4,3,0,1,0,6.87,71
19072,1049,8,102,20250223,20250310,20250313,1320.0,16.863684280238388,222.6,CreditCard,Failed,0,,,3,1,1,1,1,,15
19073,1042,8,105,20250306,20250314,20250317,2696.0,15.847860479379994,427.26,Installments,Completed,0,,,3,2,1,2,0,,8
19074,1043,4,108,20250130,20250314,20250317,2475.0,23.288029827449698,576.38,CreditCard,Completed,0,,,3,1,0,4,0,,43
19075,1021,3,104,20250225,20250313,20250316,1560.0,20.29726004198269,316.64,CreditCard,Completed,0,,,3,2,1,4,0,,16
19076,1027,5,101,20241121,20250312,20250317,1560.0,18.648469892308867,290.92,Mada,Completed,0,,,5,4,1,1,0,5.1,111
19077,1063,6,106,20250221,20250313,20250316,1011.0,20.329539760719456,205.53,CreditCard,Completed,0,,,3,3,0,3,0,9.0,20
19078,1014,8,103,20250302,20250309,20250311,2250.0,21.826876479037217,491.1,Mada,Completed,0,,,2,1,0,1,1,7.49,7
19079,1034,2,101,20250304,20250311,20250313,1800.0,15.304504689099538,275.48,Installments,Completed,0,,,2,1,0,1,0,,7
19080,1065,5,103,20250228,20250311,20250315,2250.0,21.94071471070609,493.67,Installments,Completed,0,,,4,4,0,2,0,10.98,11
19081,1055,1,106,20250219,20250310,20250313,960.0,21.034259256781116,201.93,Installments,Completed,0,,,3,3,0,4,0,6.27,19
19082,1036,5,103,20250217,20250313,20250315,2475.0,18.144195767884515,449.07,CreditCard,Completed,0,,,2,4,0,3,0,,24
19083,1044,7,105,20250125,20250314,20250318,2475.0,19.0778703707659,472.18,CreditCard,Completed,0,,,4,1,0,1,0,7.96,48
19084,1013,5,107,20250211,20250311,20250314,674.0,21.02717386702986,141.72,CreditCard,Completed,0,,,3,4,0,4,0,,28
19085,1062,8,107,20250228,20250311,20250314,1011.0,15.177817359924413,153.45,Mada,Completed,1,20250309.0,Other,3,1,0,4,0,,11
19086,1049,1,104,20250305,20250315,20250318,2160.0,15.854601797750023,342.46,Mada,Completed,0,,,3,2,1,2,0,8.15,10
19087,1018,1,104,20241107,20250312,20250317,1348.0,15.244970944914924,205.5,CreditCard,Failed,0,,,5,3,0,4,1,,125
19088,1028,5,102,20250227,20250315,20250318,2250.0,19.38107157512221,436.07,CreditCard,Completed,0,,,3,4,1,1,0,,16
19089,1056,8,104,20250304,20250311,20250314,2925.0,15.713288780501951,459.61,CreditCard,Completed,1,20250309.0,Found Better Price,3,2,1,2,0,8.2,7
19090,1033,4,107,20250224,20250313,20250316,1800.0,16.725784770204648,301.06,Installments,Completed,0,,,3,3,1,4,1,12.62,17
19091,1004,7,104,20250227,20250310,20250312,4800.0,23.45557735535305,1125.87,Mada,Completed,0,,,2,3,0,3,1,,11
19092,1019,3,108,20250303,20250313,20250315,9000.0,16.980166364470048,1528.21,CreditCard,Completed,0,,,2,1,0,4,1,,10
19093,1072,6,102,20250218,20250309,20250313,3375.0,20.75998815171098,700.65,Mada,Completed,0,,,4,3,1,1,0,,19
19094,1031,3,107,20241225,20250311,20250315,4500.0,20.500635998451624,922.53,Mada,Completed,0,,,4,2,0,1,0,10.88,76
19095,1060,4,101,20241226,20250314,20250318,960.0,15.709779745195236,150.81,Installments,Completed,0,,,4,4,0,1,0,14.57,78
19096,1026,1,105,20250214,20250312,20250315,1200.0,21.962465431576035,263.55,Installments,Completed,0,,,3,2,1,3,0,,26
19097,1035,4,108,20250301,20250312,20250315,4050.0,20.994899184830402,850.29,Mada,Completed,0,,,3,4,0,2,0,,11
19098,1033,8,103,20250306,20250310,20250312,1800.0,23.835447592349887,429.04,CreditCard,Completed,0,,,2,1,1,4,1,,4
19099,1004,3,107,20250104,20250315,20250320,1213.2,21.7342819052026,263.68,Installments,Completed,0,,,5,1,1,3,0,9.04,70
19100,1061,7,104,20250303,20250314,20250316,1213.2,16.878682688230732,204.77,CreditCard,Completed,1,20250310.0,Change of Plans,2,2,1,1,0,,11
19101,1030,5,101,20250227,20250313,20250315,4050.0,24.698655693294455,1000.3,Mada,Completed,0,,,2,3,1,1,0,,14
19102,1070,5,107,20250221,20250312,20250314,1213.2,24.060966772831193,291.91,CreditCard,Completed,0,,,2,2,0,2,0,13.19,19
19103,1063,5,108,20250208,20250311,20250314,1011.0,15.218091684357587,153.85,Mada,Completed,0,,,3,3,1,1,1,,31
19104,1048,7,105,20250201,20250310,20250313,2696.0,23.485622354875716,633.17,Installments,Completed,0,,,3,3,0,4,0,,37
19105,1067,1,108,20250226,20250314,20250317,960.0,16.77314589362635,161.02,CreditCard,Completed,0,,,3,2,0,4,0,,16
19106,1052,3,104,20250222,20250312,20250315,674.0,24.543544176834317,165.42,Mada,Completed,0,,,3,3,0,4,0,,18
19107,1037,3,102,20250220,20250310,20250312,539.2,16.88634079451912,91.05,CreditCard,Completed,0,,,2,4,0,1,0,,18
19108,1006,5,101,20250228,20250309,20250311,4050.0,22.686922791125802,918.82,Mada,Completed,0,,,2,2,0,3,0,7.26,9
19109,1055,1,102,20241123,20250312,20250317,741.4,23.415897833315487,173.61,Installments,Completed,0,,,5,2,0,4,0,,109
19110,1020,1,106,20250228,20250310,20250312,741.4,23.312912640141835,172.84,Installments,Completed,0,,,2,1,1,3,0,,10
19111,1067,8,104,20250227,20250311,20250314,960.0,15.865459838512768,152.31,Mada,Completed,0,,,3,2,0,1,0,12.36,12
19112,1020,2,104,20250215,20250314,20250317,2475.0,17.018906845341128,421.22,Installments,Completed,0,,,3,4,1,2,1,,27
19113,1023,7,108,20250218,20250311,20250313,1348.0,22.683427805773423,305.77,Installments,Completed,0,,,2,2,0,4,0,14.62,21
19114,1012,2,105,20250219,20250312,20250315,960.0,17.546201250672418,168.44,CreditCard,Completed,0,,,3,4,1,4,0,,21
19115,1007,4,107,20250107,20250309,20250314,1213.2,16.382558919582383,198.75,Mada,Completed,0,,,5,3,0,3,0,,61
19116,1045,5,108,20250226,20250310,20250312,9000.0,15.735388329282467,1416.18,Installments,Completed,0,,,2,2,0,3,1,10.65,12
19117,1033,2,106,20250219,20250310,20250312,1320.0,16.942248231357844,223.64,Installments,Completed,0,,,2,1,0,1,1,,19
19118,1043,2,102,20250107,20250313,20250317,1800.0,19.58264038287654,352.49,Mada,Completed,0,,,4,3,0,3,0,11.8,65
19119,1055,3,106,20250228,20250315,20250317,4800.0,20.154150402390247,967.4,CreditCard,Completed,0,,,2,4,0,1,0,,15
19120,1041,3,106,20250217,20250315,20250317,2400.0,24.886528888377022,597.28,Mada,Completed,0,,,2,2,0,3,1,,26
19121,1053,7,102,20250308,20250314,20250317,674.0,16.412899476552838,110.62,Installments,Completed,0,,,3,1,1,1,0,,6
19122,1048,6,105,20250307,20250313,20250315,2400.0,18.169137032561643,436.06,Installments,Completed,1,20250310.0,Change of Plans,2,3,0,1,1,,6
19123,1060,5,106,20250221,20250314,20250316,1800.0,22.955674778938004,413.2,CreditCard,Completed,0,,,2,1,1,3,0,,21
19124,1073,4,101,20250216,20250315,20250318,2160.0,20.367157227287205,439.93,Mada,Completed,0,,,3,2,1,3,0,5.09,27
19125,1068,8,106,20250215,20250315,20250318,9000.0,19.975690244472517,1797.81,Mada,Completed,0,,,3,3,1,3,1,,28
19126,1072,6,101,20250304,20250316,20250319,2925.0,23.252485281225567,680.14,Mada,Completed,0,,,3,1,1,2,1,12.0,12
19127,1007,4,101,20250225,20250315,20250317,539.2,17.95712460224393,96.82,Mada,Completed,0,,,2,3,1,1,1,8.0,18
19128,1069,4,104,20250302,20250315,20250317,2925.0,20.034681506016362,586.01,CreditCard,Completed,0,,,2,1,0,3,0,,13
19129,1027,8,104,20250225,20250314,20250316,960.0,24.457094716568257,234.79,CreditCard,Completed,0,,,2,3,0,2,0,,17
19130,1061,4,105,20241210,20250314,20250319,1800.0,18.286103433955063,329.15,Mada,Completed,0,,,5,2,0,3,1,5.14,94
19131,1019,5,107,20250301,20250310,20250313,876.2,21.449604050232058,187.94,Installments,Completed,0,,,3,3,0,3,0,,9
19132,1059,6,103,20250217,20250312,20250314,4500.0,20.13656386016434,906.15,CreditCard,Completed,0,,,2,1,0,3,0,,23
19133,1014,8,107,20250224,20250312,20250314,1213.2,22.69043102126952,275.28,Mada,Completed,0,,,2,1,0,1,0,,16
19134,1012,5,108,20250302,20250315,20250317,2925.0,17.796712302408082,520.55,Installments,Completed,0,,,2,1,0,4,0,13.86,13
19135,1064,8,104,20250307,20250310,20250312,960.0,16.26322133443851,156.13,CreditCard,Completed,0,,,2,2,0,2,0,13.5,3
19136,1035,4,107,20250306,20250310,20250313,741.4,23.80967562308802,176.52,Installments,Completed,0,,,3,1,0,1,0,,4
19137,1014,1,103,20250303,20250312,20250314,2250.0,15.396076510218844,346.41,Installments,Completed,0,,,2,4,1,4,0,,9
19138,1012,2,106,20241208,20250310,20250315,2400.0,22.416725764955018,538.0,CreditCard,Completed,0,,,5,1,1,1,0,,92
19139,1002,7,107,20250303,20250311,20250313,3375.0,19.918188691018635,672.24,Mada,Completed,0,,,2,2,1,3,0,,8
19140,1021,2,104,20250214,20250310,20250313,2160.0,22.867167539919766,493.93,Mada,Completed,0,,,3,3,1,2,0,11.42,24
19141,1063,4,108,20250217,20250316,20250319,1348.0,22.365382274099787,301.49,CreditCard,Completed,0,,,3,1,1,3,0,,27
19142,1072,1,107,20250127,20250310,20250314,1348.0,21.996227664774242,296.51,CreditCard,Completed,0,,,4,4,1,1,1,13.29,42
19143,1003,6,104,20250226,20250310,20250312,1011.0,15.654961537126486,158.27,Mada,Completed,0,,,2,1,1,4,0,6.27,12
19144,1045,1,107,20250301,20250315,20250317,9000.0,24.395622626730628,2195.61,Mada,Completed,1,20250301.0,Schedule Conflict,2,3,1,2,0,,14
19145,1027,8,105,20250302,20250311,20250313,1213.2,17.022150845990854,206.51,CreditCard,Completed,0,,,2,2,1,4,0,14.39,9
19146,1070,5,107,20250308,20250312,20250314,1800.0,20.586773777565504,370.56,CreditCard,Completed,0,,,2,4,0,4,0,,4
19147,1007,8,104,20250116,20250316,20250321,2250.0,17.94531819823141,403.77,Installments,Failed,0,,,5,3,0,2,1,14.08,59
19148,1016,8,103,20250123,20250314,20250319,4800.0,24.035160440583354,1153.69,Installments,Completed,0,,,5,4,1,2,0,,50
19149,1008,2,101,20250223,20250311,20250314,2250.0,17.480108885751275,393.3,Mada,Completed,0,,,3,1,0,3,0,9.66,16
19150,1036,4,104,20250226,20250315,20250317,2400.0,21.394082171856176,513.46,CreditCard,Completed,0,,,2,2,1,3,1,6.59,17
19151,1025,4,108,20250301,20250312,20250314,2475.0,24.996108065711375,618.65,Mada,Completed,0,,,2,4,0,3,0,,11
19152,1054,5,101,20250227,20250312,20250314,1200.0,20.517366386142648,246.21,Mada,Completed,0,,,2,3,1,2,0,13.6,13
19153,1019,5,101,20250228,20250313,20250315,1320.0,24.68370001807361,325.82,Installments,Completed,0,,,2,1,1,2,0,,13
19154,1048,3,106,20250301,20250311,20250313,960.0,20.203655700150186,193.96,CreditCard,Completed,0,,,2,3,0,2,0,,10
19155,1075,4,103,20250221,20250314,20250317,4500.0,17.360431145477513,781.22,Installments,Completed,0,,,3,4,0,3,1,,21
19156,1003,5,104,20250123,20250315,20250320,960.0,18.17547280359386,174.48,CreditCard,Completed,0,,,5,3,1,3,0,,51
19157,1041,1,102,20250225,20250317,20250319,9000.0,23.249426095418645,2092.45,Installments,Completed,0,,,2,2,0,4,1,10.35,20
19158,1006,4,107,20250211,20250311,20250314,1320.0,23.29609997013295,307.51,CreditCard,Completed,0,,,3,2,0,1,0,,28
19159,1012,1,106,20241129,20250317,20250322,1800.0,18.729361846793967,337.13,Mada,Completed,0,,,5,1,1,2,1,6.04,108
19160,1044,2,108,20250223,20250317,20250319,741.4,20.67584192628303,153.29,Mada,Completed,0,,,2,3,0,3,1,,22
19161,1038,4,104,20250126,20250313,20250318,1320.0,19.512339905784586,257.56,Installments,Completed,0,,,5,3,0,3,0,10.04,46
19162,1056,7,107,20250219,20250313,20250316,2925.0,23.682431146874478,692.71,CreditCard,Completed,0,,,3,3,1,3,0,,22
19163,1013,4,106,20241220,20250313,20250318,674.0,20.13033706764216,135.68,Installments,Completed,0,,,5,1,0,4,0,9.89,83
19164,1056,2,102,20250220,20250314,20250316,2925.0,15.601241626497911,456.34,Mada,Completed,0,,,2,4,0,2,0,,22
19165,1075,1,105,20250214,20250315,20250318,1213.2,21.459662076031783,260.35,Installments,Completed,0,,,3,2,1,2,0,,29
19166,1007,8,101,20250304,20250311,20250313,1800.0,20.14744797404629,362.65,Installments,Completed,0,,,2,2,1,2,0,,7
19167,1025,7,101,20250307,20250316,20250318,1011.0,24.538118676474724,248.08,CreditCard,Completed,0,,,2,1,0,1,1,,9
19168,1037,5,102,20250228,20250316,20250319,876.2,17.53259468125109,153.62,CreditCard,Completed,0,,,3,1,1,2,1,,16
19169,1062,4,102,20250215,20250317,20250320,1800.0,16.521076659492838,297.38,Mada,Completed,0,,,3,3,1,2,0,,30
19170,1034,4,107,20241230,20250313,20250318,960.0,21.179356962516426,203.32,CreditCard,Completed,0,,,5,4,0,2,0,,73
19171,1041,2,102,20250303,20250312,20250315,2250.0,15.296052330161052,344.16,Installments,Completed,0,,,3,3,0,3,1,,9
19172,1015,2,106,20250303,20250316,20250318,1200.0,23.93468352195721,287.22,Installments,Completed,0,,,2,2,0,1,1,,13
19173,1035,7,106,20250216,20250317,20250320,3375.0,20.870050144549968,704.36,Installments,Completed,0,,,3,4,0,4,1,7.26,29
19174,1059,1,108,20250302,20250315,20250318,2250.0,16.7157736594123,376.1,Installments,Completed,1,20250311.0,Change of Plans,3,4,0,1,0,,13
19175,1072,8,103,20250223,20250315,20250317,1800.0,20.1800349079421,363.24,CreditCard,Completed,0,,,2,1,1,2,0,,20
19176,1009,4,108,20250306,20250312,20250315,9000.0,22.465025439473237,2021.85,CreditCard,Completed,0,,,3,3,0,3,0,12.56,6
19177,1069,7,105,20250219,20250316,20250318,4500.0,23.61908667336539,1062.86,Installments,Completed,0,,,2,2,0,3,1,,25
19178,1069,6,101,20250307,20250312,20250315,1800.0,23.173305102996622,417.12,CreditCard,Completed,1,20250308.0,Change of Plans,3,1,1,3,0,,5
19179,1038,2,102,20250209,20250313,20250318,674.0,15.751501676783858,106.17,Mada,Completed,0,,,5,2,1,1,1,,32
19180,1023,1,102,20250225,20250315,20250318,1800.0,23.40523736163201,421.29,Installments,Completed,0,,,3,2,1,2,0,,18
19181,1067,6,103,20250307,20250313,20250316,741.4,22.999572931651713,170.52,CreditCard,Completed,0,,,3,3,1,3,0,10.85,6
19182,1023,4,103,20250306,20250314,20250316,1320.0,19.452819487777305,256.78,CreditCard,Completed,0,,,2,2,1,4,0,13.86,8
19183,1021,3,108,20250117,20250316,20250321,1560.0,20.409268219317433,318.38,Mada,Completed,0,,,5,2,1,3,0,11.34,58
19184,1020,3,107,20250118,20250318,20250322,1011.0,16.69112824213751,168.75,Installments,Completed,0,,,4,4,1,2,1,,59
19185,1073,3,102,20250305,20250312,20250314,4050.0,18.253767901714905,739.28,Installments,Completed,1,20250309.0,Found Better Price,2,3,0,3,0,,7
19186,1021,8,103,20250127,20250314,20250318,1800.0,18.945141699230494,341.01,CreditCard,Completed,0,,,4,4,1,1,0,,46
19187,1004,2,108,20250309,20250312,20250315,674.0,18.25304644420336,123.03,Mada,Completed,0,,,3,1,0,4,1,,3
19188,1072,4,102,20241230,20250313,20250318,2475.0,18.579427034318904,459.84,CreditCard,Completed,0,,,5,2,0,2,1,10.08,73
19189,1015,3,105,20250219,20250312,20250315,2925.0,21.182474605601364,619.59,Mada,Completed,0,,,3,3,0,2,0,,21
19190,1054,7,101,20241220,20250312,20250316,1348.0,20.415927559869367,275.21,CreditCard,Completed,0,,,4,2,0,3,0,,82
19191,1059,1,105,20250308,20250318,20250320,3375.0,21.664191154321102,731.17,Installments,Completed,0,,,2,4,0,1,1,,10
19192,1067,5,106,20250310,20250313,20250315,1200.0,19.78161488230287,237.38,Mada,Completed,1,20250310.0,Found Better Price,2,3,0,2,1,,3
19193,1059,8,101,20250217,20250317,20250320,2160.0,19.24200730531757,415.63,Mada,Completed,0,,,3,3,1,3,0,,28
19194,1026,4,108,20250228,20250312,20250314,2160.0,18.575775658799554,401.24,Mada,Completed,0,,,2,2,1,1,0,11.9,12
19195,1024,6,102,20250210,20250317,20250322,2400.0,15.431541338158578,370.36,CreditCard,Completed,0,,,5,4,1,4,1,,35
19196,1023,3,101,20250308,20250313,20250316,9000.0,16.087412912802364,1447.87,CreditCard,Completed,0,,,3,2,0,3,1,9.16,5
19197,1028,4,105,20250218,20250318,20250320,1011.0,18.852506796567152,190.6,CreditCard,Completed,0,,,2,3,1,3,0,,28
19198,1063,5,105,20250219,20250313,20250315,1800.0,18.47108618866237,332.48,Installments,Completed,0,,,2,1,1,4,0,7.81,22
19199,1045,2,105,20250310,20250312,20250315,1320.0,16.075167783648983,212.19,Mada,Completed,0,,,3,1,1,1,1,,2
19200,1046,5,102,20250226,20250318,20250321,539.2,18.409876689961678,99.27,Installments,Completed,0,,,3,4,1,4,1,,20
19201,1018,2,104,20250208,20250316,20250319,2400.0,15.360655624046194,368.66,Installments,Completed,0,,,3,3,0,3,0,,36
19202,1009,2,107,20250205,20250316,20250320,2160.0,17.751320316909908,383.43,Installments,Completed,0,,,4,1,0,2,0,10.38,39
19203,1069,6,106,20250224,20250318,20250321,1011.0,20.74254536031782,209.71,CreditCard,Completed,0,,,3,3,0,4,0,,22
19204,1042,1,103,20250301,20250315,20250317,1200.0,18.45634471942443,221.48,CreditCard,Completed,0,,,2,3,1,2,0,,14
19205,1057,5,102,20250304,20250313,20250316,1200.0,23.800189075653137,285.6,CreditCard,Completed,0,,,3,1,1,3,1,,9
19206,1003,4,103,20250305,20250314,20250318,1560.0,17.897495857859674,279.2,Mada,Completed,0,,,4,4,1,4,0,,9
19207,1034,3,105,20250221,20250315,20250317,2250.0,23.060163605045286,518.85,Installments,Completed,0,,,2,3,1,1,0,,22
19208,1066,1,102,20250311,20250318,20250321,1213.2,20.949029100145605,254.15,Mada,Completed,0,,,3,4,0,3,1,,7
19209,1041,1,105,20250304,20250314,20250316,1348.0,18.377869184490265,247.73,CreditCard,Completed,0,,,2,1,0,1,1,13.29,10
19210,1006,4,104,20250215,20250314,20250317,4050.0,22.64087795294615,916.96,Installments,Completed,0,,,3,4,1,3,1,5.35,27
19211,1048,3,107,20250309,20250313,20250315,1200.0,16.415209545398724,196.98,Installments,Completed,0,,,2,3,0,3,0,8.15,4
19212,1061,6,104,20250309,20250312,20250315,4500.0,21.097325461845394,949.38,Mada,Failed,1,20250311.0,Schedule Conflict,3,3,1,1,0,11.12,3
19213,1016,3,104,20250221,20250317,20250319,674.0,20.681965846756107,139.4,Mada,Completed,0,,,2,4,0,3,0,9.94,24
19214,1051,1,102,20250115,20250317,20250321,539.2,15.263895670223436,82.3,CreditCard,Completed,0,,,4,4,0,2,0,,61
19215,1047,5,103,20250209,20250314,20250318,1800.0,18.96778135794859,341.42,CreditCard,Completed,0,,,4,4,1,1,0,,33
19216,1050,7,101,20250304,20250317,20250320,876.2,21.019242851357944,184.17,Mada,Completed,0,,,3,2,1,4,0,,13
19217,1002,1,104,20250221,20250314,20250316,1213.2,20.72410934485008,251.42,Installments,Completed,0,,,2,3,0,2,0,,21
19218,1003,4,102,20250120,20250315,20250319,3375.0,15.636909633287562,527.75,CreditCard,Completed,0,,,4,1,1,3,0,,54
19219,1002,1,104,20250310,20250318,20250321,2925.0,20.224060398416345,591.55,CreditCard,Completed,0,,,3,2,0,4,0,,8
19220,1073,3,103,20250227,20250315,20250318,9000.0,23.343503378655996,2100.92,Mada,Completed,0,,,3,1,1,3,0,11.68,16
19221,1029,1,102,20250221,20250318,20250321,960.0,15.783345968033712,151.52,Installments,Completed,0,,,3,4,1,2,0,,25
19222,1027,4,101,20250302,20250317,20250319,960.0,18.401723278144775,176.66,Installments,Completed,0,,,2,4,0,4,0,,15
19223,1067,4,107,20250105,20250318,20250322,2160.0,24.837445106231005,536.49,CreditCard,Completed,0,,,4,3,1,4,0,11.94,72
19224,1064,6,106,20250308,20250318,20250321,9000.0,23.790117337783585,2141.11,Mada,Completed,0,,,3,2,0,3,0,7.1,10
19225,1063,8,106,20250311,20250319,20250322,674.0,19.31688049331394,130.2,Mada,Completed,0,,,3,1,1,2,1,9.61,8
19226,1055,5,103,20250218,20250319,20250322,1320.0,18.24389335647772,240.82,Mada,Completed,0,,,3,1,0,3,1,12.75,29
19227,1014,3,101,20250305,20250315,20250317,1320.0,24.642248638799373,325.28,Mada,Completed,1,20250310.0,Schedule Conflict,2,1,1,3,1,12.66,10
19228,1069,6,102,20250304,20250319,20250321,2400.0,20.164615288635993,483.95,CreditCard,Completed,0,,,2,1,1,2,0,,15
19229,1071,6,105,20250312,20250316,20250319,539.2,21.398759601041956,115.38,CreditCard,Completed,1,20250315.0,Schedule Conflict,3,1,1,1,1,7.31,4
19230,1007,7,108,20250228,20250315,20250317,741.4,16.068121666951,119.13,CreditCard,Completed,0,,,2,1,0,1,0,,15
