Date_ID,Calendar_Date,Year,Quarter,Month_Number,Month_Name,Day_Of_Month,Day_Of_Week,Week_Number,Is_Weekend,Is_Holiday,Holiday_Name,Hijri_Date,Hijri_Month_Name,Hijri_Month_Number,Hijri_Year,Is_Ramadan_Period,Is_Hajj_Season,Is_Eid_Period,Season_Type,Event_Flag_Founding_Day,Event_Flag_National_Day
20250220,2025-02-20,2025,1,2,February,20,Thursday,8,0,0,,20/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250221,2025-02-21,2025,1,2,February,21,Friday,8,1,0,,21/02/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250222,2025-02-22,2025,1,2,February,22,Saturday,8,1,1,Founding Day,22/02/2025,Shawwal,10,1446,0,0,0,Weekend,1,0
20250223,2025-02-23,2025,1,2,February,23,Sunday,8,0,0,,23/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250224,2025-02-24,2025,1,2,February,24,Monday,9,0,0,,24/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250225,2025-02-25,2025,1,2,February,25,Tuesday,9,0,0,,25/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250226,2025-02-26,2025,1,2,February,26,Wednesday,9,0,0,,26/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250227,2025-02-27,2025,1,2,February,27,Thursday,9,0,0,,27/02/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250228,2025-02-28,2025,1,2,February,28,Friday,9,1,0,,28/02/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250301,2025-03-01,2025,1,3,March,1,Saturday,9,1,0,,01/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250302,2025-03-02,2025,1,3,March,2,Sunday,9,0,0,,02/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250303,2025-03-03,2025,1,3,March,3,Monday,10,0,0,,03/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250304,2025-03-04,2025,1,3,March,4,Tuesday,10,0,0,,04/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250305,2025-03-05,2025,1,3,March,5,Wednesday,10,0,0,,05/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250306,2025-03-06,2025,1,3,March,6,Thursday,10,0,0,,06/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250307,2025-03-07,2025,1,3,March,7,Friday,10,1,0,,07/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250308,2025-03-08,2025,1,3,March,8,Saturday,10,1,0,,08/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250309,2025-03-09,2025,1,3,March,9,Sunday,10,0,0,,09/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250310,2025-03-10,2025,1,3,March,10,Monday,11,0,0,,10/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250311,2025-03-11,2025,1,3,March,11,Tuesday,11,0,0,,11/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250312,2025-03-12,2025,1,3,March,12,Wednesday,11,0,0,,12/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250313,2025-03-13,2025,1,3,March,13,Thursday,11,0,0,,13/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250314,2025-03-14,2025,1,3,March,14,Friday,11,1,0,,14/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250315,2025-03-15,2025,1,3,March,15,Saturday,11,1,0,,15/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250316,2025-03-16,2025,1,3,March,16,Sunday,11,0,0,,16/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250317,2025-03-17,2025,1,3,March,17,Monday,12,0,0,,17/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250318,2025-03-18,2025,1,3,March,18,Tuesday,12,0,0,,18/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250319,2025-03-19,2025,1,3,March,19,Wednesday,12,0,0,,19/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250320,2025-03-20,2025,1,3,March,20,Thursday,12,0,0,,20/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250321,2025-03-21,2025,1,3,March,21,Friday,12,1,0,,21/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250322,2025-03-22,2025,1,3,March,22,Saturday,12,1,0,,22/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250323,2025-03-23,2025,1,3,March,23,Sunday,12,0,0,,23/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250324,2025-03-24,2025,1,3,March,24,Monday,13,0,0,,24/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250325,2025-03-25,2025,1,3,March,25,Tuesday,13,0,0,,25/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250326,2025-03-26,2025,1,3,March,26,Wednesday,13,0,0,,26/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250327,2025-03-27,2025,1,3,March,27,Thursday,13,0,0,,27/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250328,2025-03-28,2025,1,3,March,28,Friday,13,1,0,,28/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250329,2025-03-29,2025,1,3,March,29,Saturday,13,1,0,,29/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250330,2025-03-30,2025,1,3,March,30,Sunday,13,0,0,,30/03/2025,Ramadan,9,1446,1,0,0,Ramadan,0,0
20250331,2025-03-31,2025,1,3,March,31,Monday,14,0,0,,31/03/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250401,2025-04-01,2025,2,4,April,1,Tuesday,14,0,0,,01/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250402,2025-04-02,2025,2,4,April,2,Wednesday,14,0,0,,02/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250403,2025-04-03,2025,2,4,April,3,Thursday,14,0,0,,03/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250404,2025-04-04,2025,2,4,April,4,Friday,14,1,0,,04/04/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250405,2025-04-05,2025,2,4,April,5,Saturday,14,1,0,,05/04/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250406,2025-04-06,2025,2,4,April,6,Sunday,14,0,0,,06/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250407,2025-04-07,2025,2,4,April,7,Monday,15,0,0,,07/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250408,2025-04-08,2025,2,4,April,8,Tuesday,15,0,0,,08/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250409,2025-04-09,2025,2,4,April,9,Wednesday,15,0,0,,09/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250410,2025-04-10,2025,2,4,April,10,Thursday,15,0,0,,10/04/2025,Shawwal,10,1446,0,0,1,Holiday,0,0
20250411,2025-04-11,2025,2,4,April,11,Friday,15,1,0,,11/04/2025,Shawwal,10,1446,0,0,1,Weekend,0,0
20250412,2025-04-12,2025,2,4,April,12,Saturday,15,1,0,,12/04/2025,Shawwal,10,1446,0,0,1,Weekend,0,0
20250413,2025-04-13,2025,2,4,April,13,Sunday,15,0,0,,13/04/2025,Shawwal,10,1446,0,0,1,Business,0,0
20250414,2025-04-14,2025,2,4,April,14,Monday,16,0,0,,14/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250415,2025-04-15,2025,2,4,April,15,Tuesday,16,0,0,,15/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250416,2025-04-16,2025,2,4,April,16,Wednesday,16,0,0,,16/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250417,2025-04-17,2025,2,4,April,17,Thursday,16,0,0,,17/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250418,2025-04-18,2025,2,4,April,18,Friday,16,1,0,,18/04/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250419,2025-04-19,2025,2,4,April,19,Saturday,16,1,0,,19/04/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250420,2025-04-20,2025,2,4,April,20,Sunday,16,0,0,,20/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250421,2025-04-21,2025,2,4,April,21,Monday,17,0,0,,21/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250422,2025-04-22,2025,2,4,April,22,Tuesday,17,0,0,,22/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250423,2025-04-23,2025,2,4,April,23,Wednesday,17,0,0,,23/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250424,2025-04-24,2025,2,4,April,24,Thursday,17,0,0,,24/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250425,2025-04-25,2025,2,4,April,25,Friday,17,1,0,,25/04/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250426,2025-04-26,2025,2,4,April,26,Saturday,17,1,0,,26/04/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250427,2025-04-27,2025,2,4,April,27,Sunday,17,0,0,,27/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250428,2025-04-28,2025,2,4,April,28,Monday,18,0,0,,28/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250429,2025-04-29,2025,2,4,April,29,Tuesday,18,0,0,,29/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250430,2025-04-30,2025,2,4,April,30,Wednesday,18,0,0,,30/04/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250501,2025-05-01,2025,2,5,May,1,Thursday,18,0,0,,01/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250502,2025-05-02,2025,2,5,May,2,Friday,18,1,0,,02/05/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250503,2025-05-03,2025,2,5,May,3,Saturday,18,1,0,,03/05/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250504,2025-05-04,2025,2,5,May,4,Sunday,18,0,0,,04/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250505,2025-05-05,2025,2,5,May,5,Monday,19,0,0,,05/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250506,2025-05-06,2025,2,5,May,6,Tuesday,19,0,0,,06/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250507,2025-05-07,2025,2,5,May,7,Wednesday,19,0,0,,07/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250508,2025-05-08,2025,2,5,May,8,Thursday,19,0,0,,08/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250509,2025-05-09,2025,2,5,May,9,Friday,19,1,0,,09/05/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250510,2025-05-10,2025,2,5,May,10,Saturday,19,1,0,,10/05/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250511,2025-05-11,2025,2,5,May,11,Sunday,19,0,0,,11/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250512,2025-05-12,2025,2,5,May,12,Monday,20,0,0,,12/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250513,2025-05-13,2025,2,5,May,13,Tuesday,20,0,0,,13/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250514,2025-05-14,2025,2,5,May,14,Wednesday,20,0,0,,14/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250515,2025-05-15,2025,2,5,May,15,Thursday,20,0,0,,15/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250516,2025-05-16,2025,2,5,May,16,Friday,20,1,0,,16/05/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250517,2025-05-17,2025,2,5,May,17,Saturday,20,1,0,,17/05/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250518,2025-05-18,2025,2,5,May,18,Sunday,20,0,0,,18/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250519,2025-05-19,2025,2,5,May,19,Monday,21,0,0,,19/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250520,2025-05-20,2025,2,5,May,20,Tuesday,21,0,0,,20/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250521,2025-05-21,2025,2,5,May,21,Wednesday,21,0,0,,21/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250522,2025-05-22,2025,2,5,May,22,Thursday,21,0,0,,22/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250523,2025-05-23,2025,2,5,May,23,Friday,21,1,0,,23/05/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250524,2025-05-24,2025,2,5,May,24,Saturday,21,1,0,,24/05/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250525,2025-05-25,2025,2,5,May,25,Sunday,21,0,0,,25/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250526,2025-05-26,2025,2,5,May,26,Monday,22,0,0,,26/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250527,2025-05-27,2025,2,5,May,27,Tuesday,22,0,0,,27/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250528,2025-05-28,2025,2,5,May,28,Wednesday,22,0,0,,28/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250529,2025-05-29,2025,2,5,May,29,Thursday,22,0,0,,29/05/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250530,2025-05-30,2025,2,5,May,30,Friday,22,1,0,,30/05/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250531,2025-05-31,2025,2,5,May,31,Saturday,22,1,0,,31/05/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250601,2025-06-01,2025,2,6,June,1,Sunday,22,0,0,,01/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250602,2025-06-02,2025,2,6,June,2,Monday,23,0,0,,02/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250603,2025-06-03,2025,2,6,June,3,Tuesday,23,0,0,,03/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250604,2025-06-04,2025,2,6,June,4,Wednesday,23,0,0,,04/06/2025,Dhul Hijjah,12,1446,0,1,0,Hajj,0,0
20250605,2025-06-05,2025,2,6,June,5,Thursday,23,0,0,,05/06/2025,Dhul Hijjah,12,1446,0,1,0,Hajj,0,0
20250606,2025-06-06,2025,2,6,June,6,Friday,23,1,0,,06/06/2025,Dhul Hijjah,12,1446,0,1,0,Hajj,0,0
20250607,2025-06-07,2025,2,6,June,7,Saturday,23,1,0,,07/06/2025,Dhul Hijjah,12,1446,0,1,0,Hajj,0,0
20250608,2025-06-08,2025,2,6,June,8,Sunday,23,0,0,,08/06/2025,Dhul Hijjah,12,1446,0,1,0,Hajj,0,0
20250609,2025-06-09,2025,2,6,June,9,Monday,24,0,0,,09/06/2025,Dhul Hijjah,12,1446,0,1,0,Hajj,0,0
20250610,2025-06-10,2025,2,6,June,10,Tuesday,24,0,0,,10/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250611,2025-06-11,2025,2,6,June,11,Wednesday,24,0,0,,11/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250612,2025-06-12,2025,2,6,June,12,Thursday,24,0,0,,12/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250613,2025-06-13,2025,2,6,June,13,Friday,24,1,0,,13/06/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250614,2025-06-14,2025,2,6,June,14,Saturday,24,1,0,,14/06/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250615,2025-06-15,2025,2,6,June,15,Sunday,24,0,0,,15/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250616,2025-06-16,2025,2,6,June,16,Monday,25,0,0,,16/06/2025,Shawwal,10,1446,0,0,1,Holiday,0,0
20250617,2025-06-17,2025,2,6,June,17,Tuesday,25,0,0,,17/06/2025,Shawwal,10,1446,0,0,1,Business,0,0
20250618,2025-06-18,2025,2,6,June,18,Wednesday,25,0,0,,18/06/2025,Shawwal,10,1446,0,0,1,Business,0,0
20250619,2025-06-19,2025,2,6,June,19,Thursday,25,0,0,,19/06/2025,Shawwal,10,1446,0,0,1,Business,0,0
20250620,2025-06-20,2025,2,6,June,20,Friday,25,1,0,,20/06/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250621,2025-06-21,2025,2,6,June,21,Saturday,25,1,0,,21/06/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250622,2025-06-22,2025,2,6,June,22,Sunday,25,0,0,,22/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250623,2025-06-23,2025,2,6,June,23,Monday,26,0,0,,23/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250624,2025-06-24,2025,2,6,June,24,Tuesday,26,0,0,,24/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250625,2025-06-25,2025,2,6,June,25,Wednesday,26,0,0,,25/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250626,2025-06-26,2025,2,6,June,26,Thursday,26,0,0,,26/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250627,2025-06-27,2025,2,6,June,27,Friday,26,1,0,,27/06/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250628,2025-06-28,2025,2,6,June,28,Saturday,26,1,0,,28/06/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250629,2025-06-29,2025,2,6,June,29,Sunday,26,0,0,,29/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250630,2025-06-30,2025,2,6,June,30,Monday,27,0,0,,30/06/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250701,2025-07-01,2025,3,7,July,1,Tuesday,27,0,0,,01/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250702,2025-07-02,2025,3,7,July,2,Wednesday,27,0,0,,02/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250703,2025-07-03,2025,3,7,July,3,Thursday,27,0,0,,03/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250704,2025-07-04,2025,3,7,July,4,Friday,27,1,0,,04/07/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250705,2025-07-05,2025,3,7,July,5,Saturday,27,1,0,,05/07/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250706,2025-07-06,2025,3,7,July,6,Sunday,27,0,0,,06/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250707,2025-07-07,2025,3,7,July,7,Monday,28,0,0,,07/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250708,2025-07-08,2025,3,7,July,8,Tuesday,28,0,0,,08/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250709,2025-07-09,2025,3,7,July,9,Wednesday,28,0,0,,09/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250710,2025-07-10,2025,3,7,July,10,Thursday,28,0,0,,10/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250711,2025-07-11,2025,3,7,July,11,Friday,28,1,0,,11/07/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250712,2025-07-12,2025,3,7,July,12,Saturday,28,1,0,,12/07/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250713,2025-07-13,2025,3,7,July,13,Sunday,28,0,0,,13/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250714,2025-07-14,2025,3,7,July,14,Monday,29,0,0,,14/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250715,2025-07-15,2025,3,7,July,15,Tuesday,29,0,0,,15/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250716,2025-07-16,2025,3,7,July,16,Wednesday,29,0,0,,16/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250717,2025-07-17,2025,3,7,July,17,Thursday,29,0,0,,17/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250718,2025-07-18,2025,3,7,July,18,Friday,29,1,0,,18/07/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250719,2025-07-19,2025,3,7,July,19,Saturday,29,1,0,,19/07/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250720,2025-07-20,2025,3,7,July,20,Sunday,29,0,0,,20/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250721,2025-07-21,2025,3,7,July,21,Monday,30,0,0,,21/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250722,2025-07-22,2025,3,7,July,22,Tuesday,30,0,0,,22/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250723,2025-07-23,2025,3,7,July,23,Wednesday,30,0,0,,23/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250724,2025-07-24,2025,3,7,July,24,Thursday,30,0,0,,24/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250725,2025-07-25,2025,3,7,July,25,Friday,30,1,0,,25/07/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250726,2025-07-26,2025,3,7,July,26,Saturday,30,1,0,,26/07/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250727,2025-07-27,2025,3,7,July,27,Sunday,30,0,0,,27/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250728,2025-07-28,2025,3,7,July,28,Monday,31,0,0,,28/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250729,2025-07-29,2025,3,7,July,29,Tuesday,31,0,0,,29/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250730,2025-07-30,2025,3,7,July,30,Wednesday,31,0,0,,30/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250731,2025-07-31,2025,3,7,July,31,Thursday,31,0,0,,31/07/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250801,2025-08-01,2025,3,8,August,1,Friday,31,1,0,,01/08/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250802,2025-08-02,2025,3,8,August,2,Saturday,31,1,0,,02/08/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250803,2025-08-03,2025,3,8,August,3,Sunday,31,0,0,,03/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250804,2025-08-04,2025,3,8,August,4,Monday,32,0,0,,04/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250805,2025-08-05,2025,3,8,August,5,Tuesday,32,0,0,,05/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250806,2025-08-06,2025,3,8,August,6,Wednesday,32,0,0,,06/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250807,2025-08-07,2025,3,8,August,7,Thursday,32,0,0,,07/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250808,2025-08-08,2025,3,8,August,8,Friday,32,1,0,,08/08/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250809,2025-08-09,2025,3,8,August,9,Saturday,32,1,0,,09/08/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250810,2025-08-10,2025,3,8,August,10,Sunday,32,0,0,,10/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250811,2025-08-11,2025,3,8,August,11,Monday,33,0,0,,11/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250812,2025-08-12,2025,3,8,August,12,Tuesday,33,0,0,,12/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250813,2025-08-13,2025,3,8,August,13,Wednesday,33,0,0,,13/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250814,2025-08-14,2025,3,8,August,14,Thursday,33,0,0,,14/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250815,2025-08-15,2025,3,8,August,15,Friday,33,1,0,,15/08/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250816,2025-08-16,2025,3,8,August,16,Saturday,33,1,0,,16/08/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250817,2025-08-17,2025,3,8,August,17,Sunday,33,0,0,,17/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250818,2025-08-18,2025,3,8,August,18,Monday,34,0,0,,18/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250819,2025-08-19,2025,3,8,August,19,Tuesday,34,0,0,,19/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250820,2025-08-20,2025,3,8,August,20,Wednesday,34,0,0,,20/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250821,2025-08-21,2025,3,8,August,21,Thursday,34,0,0,,21/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250822,2025-08-22,2025,3,8,August,22,Friday,34,1,0,,22/08/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250823,2025-08-23,2025,3,8,August,23,Saturday,34,1,0,,23/08/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250824,2025-08-24,2025,3,8,August,24,Sunday,34,0,0,,24/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250825,2025-08-25,2025,3,8,August,25,Monday,35,0,0,,25/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250826,2025-08-26,2025,3,8,August,26,Tuesday,35,0,0,,26/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250827,2025-08-27,2025,3,8,August,27,Wednesday,35,0,0,,27/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250828,2025-08-28,2025,3,8,August,28,Thursday,35,0,0,,28/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250829,2025-08-29,2025,3,8,August,29,Friday,35,1,0,,29/08/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250830,2025-08-30,2025,3,8,August,30,Saturday,35,1,0,,30/08/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250831,2025-08-31,2025,3,8,August,31,Sunday,35,0,0,,31/08/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250901,2025-09-01,2025,3,9,September,1,Monday,36,0,0,,01/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250902,2025-09-02,2025,3,9,September,2,Tuesday,36,0,0,,02/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250903,2025-09-03,2025,3,9,September,3,Wednesday,36,0,0,,03/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250904,2025-09-04,2025,3,9,September,4,Thursday,36,0,0,,04/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250905,2025-09-05,2025,3,9,September,5,Friday,36,1,0,,05/09/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250906,2025-09-06,2025,3,9,September,6,Saturday,36,1,0,,06/09/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250907,2025-09-07,2025,3,9,September,7,Sunday,36,0,0,,07/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250908,2025-09-08,2025,3,9,September,8,Monday,37,0,0,,08/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250909,2025-09-09,2025,3,9,September,9,Tuesday,37,0,0,,09/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250910,2025-09-10,2025,3,9,September,10,Wednesday,37,0,0,,10/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250911,2025-09-11,2025,3,9,September,11,Thursday,37,0,0,,11/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250912,2025-09-12,2025,3,9,September,12,Friday,37,1,0,,12/09/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250913,2025-09-13,2025,3,9,September,13,Saturday,37,1,0,,13/09/2025,Shawwal,10,1446,0,0,0,Weekend,0,0
20250914,2025-09-14,2025,3,9,September,14,Sunday,37,0,0,,14/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
20250915,2025-09-15,2025,3,9,September,15,Monday,38,0,0,,15/09/2025,Shawwal,10,1446,0,0,0,Business,0,0
